Address,Building City,Building State,Building ZIP,Building Footprint,Building Footprint Sq Ft,Parcel Number,Year Built,Effective Year Built,Property Use,Stories,Land Area,Construction Type,Tax District,Land Value,Primary Aerial Source,Primary Aerial Image URL,Primary Aerial Photo Date,Primary Aerial Image File,Denver GIS Aerial Image URL,Denver GIS Aerial Photo Date,Denver GIS Aerial Image File
7250 S FRASER ST,CENTENNIAL,CO,80112,"POLYGON ((3193755.9294993299990892 1638871.6940006548538804, 3193749.8969993246719241 1638868.9795006506610662, 3193700.2719993251375854 1638979.2700006421655416, 3193810.8449993277899921 1639029.0230006473138928, 3193818.3579993257299066 1639012.3260006424970925, 3193860.4704993278719485 1638918.7320006391964853, 3193840.5859993235208094 1638909.7845006501302123, 3193755.9294993299990892 1638871.6940006548538804))",14664,207330411007,,,Warehouse/Storage 2235              Commercial,,1.58,Commercial,,481782.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3193644.203%2C1638812.910%2C3193916.540%2C1639085.092&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
104  INVERNESS TER E,ENGLEWOOD,CO,80112,"POLYGON ((3178706.7594993249513209 1635915.9805006398819387, 3178870.3059993232600391 1635917.3455006678123027, 3178871.0524993184953928 1635827.9815006542485207, 3178806.5689993328414857 1635827.4435006463900208, 3178772.3674993393942714 1635827.1580006459262222, 3178707.5054993308149278 1635826.6165006475057453, 3178707.3039993369020522 1635850.7260006398428231, 3178707.1029993281699717 1635874.8470006491988897, 3178706.7594993249513209 1635915.9805006398819387))",14616,207535206010,,,Offices 2220              Commercial,,2.25,Commercial,,1472760.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3178649.257%2C1635769.114%2C3178928.555%2C1635974.848&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
15214 E FREMONT DR,CENTENNIAL,CO,80112,"POLYGON ((3194100.9134993203915656 1639247.2950006648898125, 3194101.5359993344172835 1639161.1915006407070905, 3194068.6049993312917650 1639160.9530006384011358, 3194068.6844993182457983 1639149.9330006411764771, 3194068.7009993339888752 1639147.6880006466526538, 3193956.4929993250407279 1639146.8765006479807198, 3193955.7454993217252195 1639250.2710006507113576, 3194100.8844993254169822 1639251.3205006564967334, 3194100.9134993203915656 1639247.2950006648898125))",14570,207330411003,,,Warehouse/Storage 2235              Commercial,,1.10,Commercial,,336224.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3193904.719%2C1639095.850%2C3194152.563%2C1639302.347&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6840 S KENTON ST,CENTENNIAL,CO,80112,"POLYGON ((3180586.7509993305429816 1641356.8850006512366235, 3180606.9629993275739253 1641357.0820006511639804, 3180654.0179993337951601 1641357.5400006466079503, 3180654.7944993237033486 1641277.7870006517041475, 3180475.9869993384927511 1641276.0465006374288350, 3180475.7024993319064379 1641305.2745006349869072, 3180469.3539993297308683 1641305.2130006426014006, 3180469.0984993260353804 1641331.4465006496757269, 3180470.8039993355050683 1641331.4630006460938603, 3180470.5514993206597865 1641357.4490006491541862, 3180475.4034993289969862 1641357.4965006452985108, 3180475.4199993247166276 1641355.8015006375499070, 3180586.7509993305429816 1641356.8850006512366235))",14549,207526221001,,,Merchandising 2212              Commercial,,2.09,Commercial,,1097376.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3180404.105%2C1641211.053%2C3180719.788%2C1641422.534&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6850 S TUCSON WAY,CENTENNIAL,CO,80112,"POLYGON ((3187449.3649993236176670 1641208.0890006443951279, 3187449.4754993366077542 1641367.8495006379671395, 3187535.5464993244968355 1641367.7905006427317858, 3187535.5024993270635605 1641304.1840006525162607, 3187539.9309993232600391 1641304.1805006586946547, 3187539.9089993252418935 1641271.3870006457436830, 3187534.4784993208013475 1641271.3910006498917937, 3187534.4349993313662708 1641208.0305006443522871, 3187534.1429993342608213 1641208.0305006382986903, 3187534.1264993241056800 1641184.6230006457772106, 3187508.8509993217885494 1641184.6410006519872695, 3187508.2554993340745568 1641184.6415006350725889, 3187508.2574993213638663 1641187.5350006481166929, 3187508.2704993351362646 1641205.6490006428211927, 3187508.2719993256032467 1641208.0485006384551525, 3187449.3649993236176670 1641208.0890006443951279))",14438,207525109001,,,Offices 2220              Commercial,,3.00,Commercial,,457380.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3187385.236%2C1641120.494%2C3187604.060%2C1641431.979&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
11877 E ARAPAHOE RD,CENTENNIAL,CO,80112,"POLYGON ((3182831.4549993220716715 1642380.9955006351228803, 3182625.3019993309862912 1642379.0135006569325924, 3182624.7629993194714189 1642435.0395006393082440, 3182622.2409993307664990 1642437.8860006511677057, 3182636.1999993366189301 1642452.0300006526522338, 3182638.6034993268549442 1642449.2665006392635405, 3182830.7809993275441229 1642451.1150006456300616, 3182831.4549993220716715 1642380.9955006351228803))",14432,207523437001,,,Special Purpose 2230              Commercial,,1.42,Commercial,,1235360.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3182549.016%2C1642305.789%2C3182904.680%2C1642525.255&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6880 S YOSEMITE CT,CENTENNIAL,CO,80112,"POLYGON ((3173389.4559993315488100 1641338.2700006393715739, 3173518.6984993414953351 1641339.1985006562899798, 3173561.7569993287324905 1641293.5505006571765989, 3173562.1099993316456676 1641244.4595006410963833, 3173434.3974993247538805 1641243.5410006404854357, 3173421.6254993220791221 1641256.4420006510335952, 3173416.7684993282891810 1641251.3995006354525685, 3173408.6074993298389018 1641260.0645006534177810, 3173413.5719993263483047 1641265.0015006279572845, 3173389.7964993217028677 1641290.8950006449595094, 3173389.4559993315488100 1641338.2700006393715739))",14409,207527202052,,,Offices 2220              Commercial,,1.08,Commercial,,468140.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3173329.027%2C1641183.112%2C3173622.539%2C1641399.627&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
15514 E HINSDALE CIR,CENTENNIAL,CO,80112,"POLYGON ((3195153.5874993302859366 1637309.7760006443131715, 3195153.7029993264004588 1637280.7835006443783641, 3195153.9309993237257004 1637223.8265006507281214, 3195154.0264993319287896 1637200.0835006490815431, 3195154.1364993276074529 1637172.6590006437618285, 3195103.4919993225485086 1637172.4560006528627127, 3195103.5214993334375322 1637165.0590006499551237, 3195103.5719993268139660 1637152.5440006433054805, 3195103.5939993262290955 1637146.9720006450079381, 3195078.6549993283115327 1637146.8720006456132978, 3195074.4289993373677135 1637146.8560006537009031, 3195073.6409993343986571 1637343.5800006398931146, 3195153.4504993236623704 1637343.8995006445329636, 3195153.5874993302859366 1637309.7760006443131715))",14410,207329316002,,,Warehouse/Storage 2235              Commercial,,1.08,Commercial,,328440.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3195004.676%2C1637077.891%2C3195223.102%2C1637412.865&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7308 S ALTON WAY  Unit 2H,CENTENNIAL,CO,80112,"POLYGON ((3174152.2529993359930813 1638042.7055006609298289, 3174330.6024993360042572 1638025.1950006461702287, 3174322.7599993348121643 1637945.3110006488859653, 3174144.4094993364997208 1637962.8215006515383720, 3174152.2529993359930813 1638042.7055006609298289))",14385,207527327002,,,Warehouse/Storage 2235              Commercial,,19.01,Commercial,,8273140.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3174079.242%2C1637880.143%2C3174395.770%2C1638107.873&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6855 S HAVANA ST,CENTENNIAL,CO,80112,"POLYGON ((3178132.7404993288218975 1641172.0075006475672126, 3178082.2689993218518794 1641222.1175006618723273, 3178133.3964993362314999 1641273.6130006494931877, 3178153.4029993251897395 1641293.7640006411820650, 3178163.4744993303902447 1641294.1360006581526250, 3178182.5099993315525353 1641275.2370006558485329, 3178273.3519993266090751 1641185.0450006409082562, 3178273.0084993191994727 1641184.6995006396900862, 3178245.0639993227086961 1641156.5530006475746632, 3178219.4904993278905749 1641130.7945006308145821, 3178199.6864993264898658 1641110.8480006430763751, 3178197.0329993348568678 1641108.1755006425082684, 3178161.4539993284270167 1641143.4995006471872330, 3178132.7404993288218975 1641172.0075006475672126), (3178171.1844993312843144 1641247.7680006558075547, 3178132.7419993262737989 1641208.3965006582438946, 3178173.1429993361234665 1641168.9490006461273879, 3178211.5854993313550949 1641208.3195006444584578, 3178171.1844993312843144 1641247.7680006558075547))",14385,207527106001,,,Offices 2220              Commercial,,6.36,Commercial,,3323184.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3178015.390%2C1641041.296%2C3178340.231%2C1641361.015&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
11753 E ARAPAHOE RD,CENTENNIAL,CO,80112,"POLYGON ((3182405.8049993375316262 1642524.9390006361063570, 3182405.9169993293471634 1642524.9400006448850036, 3182406.0134993307292461 1642515.7890006513334811, 3182406.5994993271306157 1642460.2825006386265159, 3182410.2294993284158409 1642460.3210006363224238, 3182410.8059993218630552 1642405.7270006425678730, 3182364.0809993343427777 1642405.2340006460435688, 3182364.0474993297830224 1642408.4160006425809115, 3182356.9174993317574263 1642408.3410006400663406, 3182356.9454993321560323 1642405.6730006418656558, 3182337.5339993219822645 1642405.4680006396956742, 3182337.4994993344880641 1642408.7435006313025951, 3182327.5869993260130286 1642408.6390006418805569, 3182327.6209993348456919 1642405.4300006555858999, 3182322.8914993251673877 1642405.3800006406381726, 3182314.2849993263371289 1642405.2895006381440908, 3182308.6229993239976466 1642405.2295006406493485, 3182308.5884993220679462 1642408.5165006462484598, 3182287.5604993249289691 1642408.2945006433874369, 3182286.3729993226006627 1642520.7410006460268050, 3182286.3419993245042861 1642523.6775006498210132, 3182289.6829993319697678 1642523.7125006448477507, 3182310.4599993261508644 1642523.9320006412453949, 3182351.5204993383958936 1642524.3655006443150342, 3182396.9829993229359388 1642524.8455006626900285, 3182401.9089993187226355 1642524.9150006603449583, 3182405.8064993298612535 1642525.1275006448850036, 3182405.8049993375316262 1642524.9390006361063570))",14297,207523441002,,,Merchandising 2212              Commercial,,1.41,Commercial,,719780.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3182242.780%2C1642361.667%2C3182454.368%2C1642568.690&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
9632 E ARAPAHOE RD,GREENWOODVILLAGE,CO,80112,"POLYGON ((3175580.3469993309117854 1641706.7175006524194032, 3175581.7054993384517729 1641706.7315006423741579, 3175587.9119993317872286 1641706.7945006354711950, 3175587.8479993352666497 1641713.1035006407182664, 3175641.4579993397928774 1641713.6480006438214332, 3175641.5284993350505829 1641706.7080006494652480, 3175648.0769993397407234 1641706.7750006467103958, 3175648.0064993333071470 1641713.7415006509982049, 3175681.5344993285834789 1641714.0820006544236094, 3175681.6069993213750422 1641706.9495006441138685, 3175687.5074993218295276 1641707.0095006355550140, 3175687.4369993382133543 1641713.9750006373506039, 3175741.4894993286579847 1641714.5240006549283862, 3175741.5599993322975934 1641707.5805006455630064, 3175749.7174993315711617 1641707.6635006410069764, 3175750.5154993250034750 1641629.1505006472580135, 3175748.2674993285909295 1641629.1275006374344230, 3175581.1519993278197944 1641627.4305006458889693, 3175580.3469993309117854 1641706.7175006524194032))",14299,207527210003,,,Merchandising 2212              Commercial,,4.01,Commercial,,5237190.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3175520.788%2C1641567.872%2C3175810.074%2C1641774.083&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7120 S JORDAN RD,CENTENNIAL,CO,80112,"POLYGON ((3192794.7954993243329227 1639556.6390006423462182, 3192758.0389993316493928 1639637.6035006423480809, 3192850.5864993305876851 1639679.6185006489977241, 3192908.4264993215911090 1639552.2130006493534893, 3192815.8789993207901716 1639510.1980006487574428, 3192794.7954993243329227 1639556.6390006423462182))",14221,207330407006,,,Warehouse/Storage 2235              Commercial,,6.98,Commercial,,1065382.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3192698.742%2C1639450.901%2C3192967.724%2C1639738.916&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
15579 E HINSDALE CIR,CENTENNIAL,CO,80112,"POLYGON ((3194835.2259993227198720 1637892.5215006498619914, 3194924.2894993289373815 1637982.7100006376858801, 3194961.3564993320032954 1637946.1045006476342678, 3194935.7229993310756981 1637920.1475006483960897, 3194938.1414993247017264 1637905.2680006499867886, 3194938.4144993317313492 1637902.9980006406549364, 3194938.8179993280209601 1637900.7510006472002715, 3194939.3514993367716670 1637898.5375006417743862, 3194940.0119993216358125 1637896.3690006413962692, 3194940.7959993318654597 1637894.2545006477739662, 3194941.6989993313327432 1637892.2055006569717079, 3194942.7189993248321116 1637890.2315006472636014, 3194943.8484993274323642 1637888.3425006470642984, 3194945.0834993254393339 1637886.5475006522610784, 3194945.9114993317052722 1637885.8775006397627294, 3194946.7284993226639926 1637885.1650006559211761, 3194947.5299993301741779 1637884.4120006386656314, 3194948.3149993256665766 1637883.6225006533786654, 3194949.0779993264004588 1637882.7985006500966847, 3194949.8164993198588490 1637881.9445006463211030, 3194950.5279993228614330 1637881.0635006469674408, 3194951.2084993245080113 1637880.1590006453916430, 3194951.8574993289075792 1637879.2350006396882236, 3194952.4699993310496211 1637878.2950006511528045, 3194953.0439993292093277 1637877.3430006380658597, 3194953.5784993302077055 1637876.3830006534699351, 3194954.0689993291161954 1637875.4185006571933627, 3194954.5154993226751685 1637874.4535006505902857, 3194954.9154993267729878 1637873.4925006602425128, 3194955.2674993309192359 1637872.5390006462112069, 3194955.5699993222951889 1637871.5970006373245269, 3194955.8209993266500533 1637870.6705006468109787, 3194956.0214993348345160 1637869.7625006546732038, 3194956.1684993342496455 1637868.8775006448850036, 3194956.2619993221014738 1637868.0195006462745368, 3194956.3019993272610009 1637867.1910006436519325, 3194956.2884993194602430 1637866.3955006489995867, 3194956.2209993288852274 1637865.6370006359647959, 3194956.0994993294589221 1637864.9185006644111127, 3194988.7939993287436664 1637832.6315006518270820, 3194988.3094993177801371 1637832.1410006494261324, 3194957.1639993344433606 1637800.6030006411019713, 3194966.9419993301853538 1637790.9885006379336119, 3194952.6564993327483535 1637776.4595006443560123, 3194942.8474993240088224 1637786.1050006505101919, 3194941.6434993306174874 1637784.8865006458945572, 3194833.9539993256330490 1637891.2340006427839398, 3194835.2259993227198720 1637892.5215006498619914))",14222,207329303004,,,Warehouse/Storage 2235              Commercial,,2.12,Commercial,,646625.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3194761.766%2C1637704.272%2C3195060.982%2C1638054.898&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
9177 E MINERAL CIR,CENTENNIAL,CO,80112,"POLYGON ((3174212.1364993341267109 1635457.5885006431490183, 3174224.3564993347972631 1635487.4360006491187960, 3174269.6679993290454149 1635598.1025006556883454, 3174322.5269993259571493 1635576.4595006410963833, 3174341.9034993341192603 1635568.5260006403550506, 3174356.0964993215166032 1635562.7140006388071924, 3174298.5649993247352540 1635422.2005006489343941, 3174241.3359993239864707 1635445.6325006398838013, 3174212.1364993341267109 1635457.5885006431490183))",14180,207534224001,,,Offices 2220              Commercial,,5.00,Commercial,,1306800.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3174150.571%2C1635360.635%2C3174417.662%2C1635659.668&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
12526 E JAMISON PL,ENGLEWOOD,CO,80112,"POLYGON ((3185194.4714993182569742 1635397.7020006510429084, 3185194.9354993235319853 1635549.2505006494466215, 3185195.0204993332736194 1635576.9840006541926414, 3185263.4709993302822113 1635576.7750006478745490, 3185274.0559993246570230 1635576.7425006502307951, 3185273.5064993351697922 1635397.4605006412602961, 3185194.4714993182569742 1635397.7020006510429084))",14170,207536208001,,,Warehouse/Storage 2235              Commercial,,2.07,Commercial,,629776.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3185131.638%2C1635334.627%2C3185336.889%2C1635639.817&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6786 S REVERE PKY,CENTENNIAL,CO,80112,"POLYGON ((3185873.4014993300661445 1641564.4275006416719407, 3185882.0694993287324905 1641642.5250006504356861, 3185903.5189993218518794 1641640.1445006483700126, 3185956.0444993204437196 1641634.3140006454195827, 3185987.5274993311613798 1641630.8195006374735385, 3186012.5569993257522583 1641628.0410006437450647, 3186060.6649993332102895 1641622.7020006577949971, 3186051.9959993343800306 1641544.6035006432794034, 3185873.4014993300661445 1641564.4275006416719407))",14120,207525225004,,,Offices 2220              Commercial,,1.33,Commercial,,404173.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3185807.859%2C1641479.061%2C3186126.207%2C1641708.067&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6870 S JORDAN RD,CENTENNIAL,CO,80112,"POLYGON ((3192075.5489993258379400 1641345.0335006495006382, 3192085.0209993277676404 1641324.2495006483513862, 3192106.3034993265755475 1641333.9490006582345814, 3192105.2939993245527148 1641336.1615006581414491, 3192109.5294993217103183 1641338.0920006390661001, 3192129.3279993310570717 1641294.6485006466973573, 3192124.7799993287771940 1641292.5760006536729634, 3192123.9304993273690343 1641294.4385006378870457, 3192118.1579993320629001 1641291.8080006530508399, 3192127.1789993331767619 1641272.0140006400179118, 3192129.9924993366003036 1641273.2955006407573819, 3192131.5179993333294988 1641269.9500006504822522, 3192121.4069993342272937 1641265.3425006419420242, 3192092.0494993305765092 1641251.9625006646383554, 3192090.4519993392750621 1641255.4685006469953805, 3192093.5579993259161711 1641256.8845006437040865, 3192084.4569993354380131 1641276.8545006304048002, 3191986.8644993309862912 1641232.3780006468296051, 3191988.5589993372559547 1641228.6600006353110075, 3191983.3744993344880641 1641226.2965006430167705, 3191990.7879993319511414 1641210.0305006320122629, 3191976.2534993235021830 1641203.4065006426535547, 3191971.0789993260987103 1641214.7605006452649832, 3191967.1009993241168559 1641223.4885006533004344, 3191940.9809993328526616 1641211.5850006376858801, 3191928.9599993224255741 1641237.9620006361510605, 3191954.3709993339143693 1641249.5430006391834468, 3191947.6754993386566639 1641264.2345006484538317, 3191933.2394993300549686 1641257.6545006402302533, 3191932.1474993224255741 1641260.0505006574094296, 3191925.0379993305541575 1641275.6505006477236748, 3191923.2869993285275996 1641279.4940006444230676, 3191952.3284993297420442 1641292.7295006338972598, 3191951.3269993332214653 1641294.9270006474107504, 3191953.7974993279203773 1641296.0530006443150342, 3191955.0869993246160448 1641293.2240006618667394, 3192012.2904993328265846 1641319.2940006416756660, 3192011.2074993290007114 1641321.6705006456468254, 3192013.7914993278682232 1641322.8480006612371653, 3192014.8444993356242776 1641320.5375006399117410, 3192071.4339993321336806 1641346.3275006518233567, 3192070.3549993354827166 1641348.6950006447732449, 3192073.2739993291907012 1641350.0250006567221135, 3192075.5489993258379400 1641345.0335006495006382))",14081,207330114001,,,Special Purpose 2230              Commercial,,2.15,Commercial,,654045.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3191850.406%2C1641130.526%2C3192204.399%2C1641422.906&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
183  INVERNESS DR W,ENGLEWOOD,CO,80112,"POLYGON ((3177121.9054993223398924 1633129.5475006487686187, 3177127.9759993245825171 1633147.3470006485003978, 3177122.7779993219301105 1633175.2115006491076201, 3177111.5264993296004832 1633173.3415006336290389, 3177081.0404993235133588 1633208.2770006433129311, 3177107.1799993300810456 1633213.3445006553083658, 3177289.2814993215724826 1633248.6460006420966238, 3177257.5119993193075061 1633155.4860006463713944, 3177151.1744993366301060 1633135.1460006476845592, 3177121.9054993223398924 1633129.5475006487686187))",14054,207534432001,,,Offices 2220              Commercial,,11.84,Commercial,,7741410.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3177008.156%2C1633056.663%2C3177362.166%2C1633321.530&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
15534 E HINSDALE CIR,CENTENNIAL,CO,80112,"POLYGON ((3195514.2394993295893073 1637322.0600006526801735, 3195514.3924993257969618 1637147.2280006429646164, 3195434.3544993186369538 1637147.1580006533768028, 3195434.2019993355497718 1637321.9900006384123117, 3195514.2394993295893073 1637322.0600006526801735))",13993,207329316004,,,Warehouse/Storage 2235              Commercial,,1.42,Commercial,,432453.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3195372.986%2C1637085.942%2C3195575.608%2C1637383.276&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
9064 E MINERAL AVE,CENTENNIAL,CO,80112,"POLYGON ((3173314.7814993220381439 1634313.4620006491895765, 3173281.1919993301853538 1634369.7335006548091769, 3173325.6204993268474936 1634396.2545006426516920, 3173300.7264993344433606 1634437.9585006388369948, 3173357.8009993275627494 1634472.0280006383545697, 3173366.7234993320889771 1634457.0805006616283208, 3173367.8759993314743042 1634457.7685006470419466, 3173376.8819993333891034 1634442.6815006462857127, 3173376.0569993257522583 1634442.1885006558150053, 3173380.3024993236176670 1634435.0750006544403732, 3173388.4654993256554008 1634439.9480006364174187, 3173413.7834993279539049 1634455.0610006547067314, 3173417.7079993346706033 1634457.4035006449557841, 3173435.9369993335567415 1634426.8655006440822035, 3173431.5204993323422968 1634424.2295006359927356, 3173406.1249993331730366 1634409.0700006484985352, 3173397.8924993276596069 1634404.1560006563086063, 3173408.4494993239641190 1634386.4700006383936852, 3173409.3339993380941451 1634386.9970006365329027, 3173418.4264993262477219 1634371.7650006406474859, 3173416.9864993244409561 1634370.9065006435848773, 3173426.4529993236064911 1634355.0485006531234831, 3173370.1304993317462504 1634321.4275006491225213, 3173359.0954993348568678 1634339.9140006559900939, 3173314.7814993220381439 1634313.4620006491895765))",13985,207534228001,,,Special Purpose 2230              Commercial,,1.69,Commercial,,1060281.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3173225.694%2C1634257.964%2C3173491.435%2C1634527.526&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7308 S ALTON WAY  Unit 2H,CENTENNIAL,CO,80112,"POLYGON ((3174257.8764993268996477 1638594.2645006501115859, 3174257.7574993176385760 1638593.0210006488487124, 3174185.4629993275739253 1638599.9550006492063403, 3174203.7849993244744837 1638790.9930006477516145, 3174276.0789993251673877 1638784.0590006411075592, 3174273.5699993204325438 1638757.8920006607659161, 3174257.8764993268996477 1638594.2645006501115859))",13938,207527327002,,,Warehouse/Storage 2235              Commercial,,19.01,Commercial,,8273140.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3174116.173%2C1638523.731%2C3174345.369%2C1638860.283&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6800 S HOLLY CIR,CENTENNIAL,CO,80112,"POLYGON ((3162719.5879993322305381 1641850.0420006397180259, 3162840.6744993324391544 1641850.5585006629116833, 3162840.7869993336498737 1641824.2045006500557065, 3162740.8464993266388774 1641823.7780006371904165, 3162741.9909993242472410 1641555.5315006375312805, 3162741.3649993245489895 1641555.5290006373543292, 3162742.0054993340745568 1641405.2635006527416408, 3162787.2954993210732937 1641405.4565006424672902, 3162787.2969993348233402 1641405.1800006499979645, 3162787.0149993323720992 1641405.1790006565861404, 3162787.1399993309751153 1641375.9635006452444941, 3162787.1459993338212371 1641374.4190006314311177, 3162720.4789993343874812 1641374.1345006457995623, 3162720.1339993337169290 1641455.0065006567165256, 3162725.3994993241503835 1641455.0335006462410092, 3162725.3169993301853538 1641474.3220006369519979, 3162720.1029993318952620 1641474.3000006356742233, 3162719.7589993337169290 1641554.9565006359480321, 3162725.1284993295557797 1641554.9795006397180259, 3162725.0464993352070451 1641574.2730006400961429, 3162720.2469993215054274 1641574.2525006395298988, 3162719.9014993305318058 1641655.1165006572846323, 3162724.9599993233568966 1641655.1420006493572146, 3162724.8789993263781071 1641674.2235006419941783, 3162724.7449993295595050 1641674.2225006422959268, 3162719.8719993247650564 1641674.2020006419625133, 3162719.5274993274360895 1641754.9630006405059248, 3162723.6529993214644492 1641754.9805006487295032, 3162723.5704993316903710 1641774.2715006456710398, 3162719.9119993285275996 1641774.2565006532240659, 3162719.5879993322305381 1641850.0420006397180259))",13921,207529231002,,,Warehouse/Storage 2235              Commercial,,3.95,Commercial,,1660272.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3162552.779%2C1641207.386%2C3163007.535%2C1642017.307&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
9767 E EASTER AVE,CENTENNIAL,CO,80112,"POLYGON ((3175864.8634993280284107 1640106.9000006404239684, 3175965.3179993294179440 1640107.4740006485953927, 3175966.1099993321113288 1639968.9775006624404341, 3175865.6554993232712150 1639968.4035006479825824, 3175864.8634993280284107 1640106.9000006404239684))",13913,207527124001,,,Warehouse/Storage 2235              Commercial,,1.09,Commercial,,571512.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3175816.189%2C1639919.729%2C3176014.785%2C1640156.149&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
